_id,photos,title
,"[{'url': 'http://28.img.avito.st/640x480/5234751728.jpg', 'path': 'full/2ee256b6f72c8d83d650cefc01add3e9f0ce922a.jpg', 'checksum': '827707ed5fdb68325e6ea2d089d22f67'}, {'url': 'http://03.img.avito.st/640x480/5234754703.jpg', 'path': 'full/96d3f70cf34596dae9713a2bffa0a54b7683cf88.jpg', 'checksum': '0e847369228961fa1b684e72cc88b19f'}, {'url': 'http://31.img.avito.st/640x480/5234752931.jpg', 'path': 'full/7258a24af32bda4ca429f12a1450720feb1ad964.jpg', 'checksum': '23516cb069d77405b0690f791b76a8dc'}, {'url': 'http://23.img.avito.st/640x480/5234754723.jpg', 'path': 'full/ce8ab91ebdf14f5352be4bd5d6070706eba3571f.jpg', 'checksum': 'e0556d22b76944d3c24abecdc9228d98'}, {'url': 'http://37.img.avito.st/640x480/5234756537.jpg', 'path': 'full/ac7734c1d41b0263a06569b6fbcbc509f1f35074.jpg', 'checksum': '11fc85a4508f4b05a033e6cc755c0537'}, {'url': 'http://18.img.avito.st/640x480/5234754718.jpg', 'path': 'full/3fbc132a0e0eaa08aac8e9d0169941175d919a98.jpg', 'checksum': 'f1d7a8288fcfe1ad6714bf659ccd1b1a'}, {'url': 'http://50.img.avito.st/640x480/5234754750.jpg', 'path': 'full/e057bef582d7fcbf49b66f62392292a376b325f6.jpg', 'checksum': '66afb167fe35d9c9271b9dd47bc9dc65'}, {'url': 'http://58.img.avito.st/640x480/5234752958.jpg', 'path': 'full/476c5e9f3f3c16e452483e4eb727513ee7b1349e.jpg', 'checksum': '53b0ee70df1f9788faf0f9a59172ccab'}, {'url': 'http://87.img.avito.st/640x480/5234754687.jpg', 'path': 'full/a8d6b7a25e6b1de2dc531af05cb33a20a4621b9f.jpg', 'checksum': '38e41c67cacc7e8668f5b1a7187ed902'}, {'url': 'http://94.img.avito.st/640x480/5234756594.jpg', 'path': 'full/d381eea77a7fc2bd966a1f704a51cfef063217f6.jpg', 'checksum': 'c29ba3c69029f3de33e1573276cd0ddd'}, {'url': 'http://06.img.avito.st/640x480/5234754706.jpg', 'path': 'full/35efed5ed1e567c29d7126ac5b0d0f7061ae6933.jpg', 'checksum': '8617ca529f2a51144e2186cbccfbe094'}, {'url': 'http://90.img.avito.st/640x480/5234752990.jpg', 'path': 'full/b747d61466998a196299e488c439d206fd0c5a64.jpg', 'checksum': 'd8239895de933172949caa1f3a2f8ee8'}, {'url': 'http://55.img.avito.st/640x480/5234754755.jpg', 'path': 'full/bb724d4645817845db303a17c5a80b27da291095.jpg', 'checksum': 'c1bc54c2854e3123a2375c3e91f8b76b'}, {'url': 'http://91.img.avito.st/640x480/5234752991.jpg', 'path': 'full/47c2b192b91259446bf6c336e7a8bfba9eac32f8.jpg', 'checksum': '65e42cda4156b91b6bfe6c70a9b46ec0'}, {'url': 'http://90.img.avito.st/640x480/5022857090.jpg', 'path': 'full/5e3dc638d751a1829ecda1281cec48d840c3518a.jpg', 'checksum': '93efd299f76ce2e736a63d6397e8f120'}, {'url': 'http://96.img.avito.st/640x480/5022857096.jpg', 'path': 'full/25b72c436e280445330cf1950f50c9753d6c1d18.jpg', 'checksum': 'a249791294adead8ba67a0620f73cf2f'}, {'url': 'http://70.img.avito.st/640x480/5022857070.jpg', 'path': 'full/deb3b9e65ee40e59898a133f30c7e8b7068d6be4.jpg', 'checksum': 'c9120d6167dff8ef208af523a154801c'}, {'url': 'http://88.img.avito.st/640x480/5022857088.jpg', 'path': 'full/c3b126ec443b5fbf98f99e0cf76c0d9c23c1c84c.jpg', 'checksum': '24f381f28cc2594d5f6f089e5652ce66'}]","1-к квартира, 36 м², 3/14 эт."
